# Simulated data set created 20230526 16:08 (1500 transcripts)
# Root distribution: gamma:0.375:1600.0
# Tree: ((((sp1<1>,sp2<2>)<12>,(((sp3<3>,sp4<4>)<15>,sp5<5>)<14>,sp6<6>)<13>)<11>,sp7<7>)<10>,sp8<8>)<9>
# Sigma: 1 for Heart and Lungs, 3 for Brain
DESC	GENE_ID	SAMPLETYPE	sp1	sp2	sp3	sp4	sp5	sp6	sp7	sp8
SIG1	transcript124	Heart	0.105726	151.189	136.637	5.10462	12.6408	226.497	758.884	60.5964
SIG1	transcript125	Heart	1134.89	204.744	414.778	2074.98	6933.2	414.778	620.515	375.022
SIG1	transcript126	Heart	32.703	151.189	8.12534	15.6777	3.5156	11.3365	82.2718	3430.33
SIG1	transcript127	Heart	1254.99	44.563	38282.1	6270.17	1026.28	458.736	1026.28	2074.98
SIG1	transcript128	Heart	3.5156	54.7067	3.5156	5.10462	4.52091	2.69335	2.02082	0
SIG1	transcript129	Heart	226.497	339.068	54.7067	26.566	458.736	226.497	1534.61	18943.1
SIG1	transcript130	Heart	0.105726	2.69335	1534.61	306.552	100.811	26.566	15.6777	620.515
SIG1	transcript131	Heart	5.10462	1.73198	5.10462	2.69335	3.99302	19.3906	1.47075	339.068
SIG1	transcript132	Heart	507.343	686.226	3793.11	6270.17	458.736	136.637	375.022	1026.28
SIG1	transcript133	Heart	7.2528	15.6777	414.778	185.071	1134.89	40.2064	36.2663	54.7067
SIG1	transcript134	Heart	250.549	12.6408	2.69335	3.08383	4.52091	7.2528	5.10462	1387.78
SIG1	transcript135	Heart	49.3802	21.5465	49.3802	185.071	185.071	21.5465	136.637	74.3096
SIG1	transcript136	Heart	5.10462	21.5465	5.75004	9.09013	2.3402	3.08383	250.549	82.2718
SIG1	transcript137	Heart	29.4804	19.3906	1534.61	561.088	1254.99	6270.17	2294.47	54.7067
SIG1	transcript138	Heart	100.811	49.3802	1696.97	204.744	2537.16	5128.24	458.736	123.477
SIG1	transcript139	Heart	10.1569	1.73198	19.3906	167.28	414.778	3.5156	11.3365	44.563
SIG1	transcript140	Heart	44.563	111.575	36.2663	67.1087	306.552	458.736	3793.11	839.224
SIG1	transcript141	Heart	167.28	185.071	7666.33	4194.25	115645	306.552	928.058	17131.7
SIG1	transcript142	Heart	4.52091	2.02082	3.5156	6.46369	36.2663	40.2064	0.222631	306.552
SIG1	transcript143	Heart	1534.61	20946	42329.6	63275.9	12672.1	620.515	1026.28	5670.54
SIG1	transcript144	Heart	7666.33	686.226	3102.24	3430.33	3793.11	136.637	1.02085	5670.54
SIG1	transcript145	Heart	928.058	6933.2	2074.98	1534.61	1026.28	839.224	1134.89	19.3906
SIG1	transcript146	Heart	226.497	686.226	4637.8	9373.31	2537.16	1696.97	375.022	28317.1
SIG1	transcript147	Heart	94587.1	1.17E+06	2805.51	2294.47	3793.11	151.189	11460.3	1026.28
SIG1	transcript148	Heart	185.071	306.552	4.52091	17.4409	54.7067	561.088	67.1087	1134.89
SIG1	transcript149	Heart	54.7067	32.703	100.811	36.2663	686.226	1254.99	44.563	226.497
SIG1	transcript150	Heart	6.46369	2.02082	1.23451	5.10462	1.23451	26.566	111.575	1.73198
SIG1	transcript151	Heart	2.02082	8.12534	0.827621	1.47075	23.9302	26.566	49.3802	10364.4
SIG1	transcript152	Heart	1.73198	0.105726	3.5156	49.3802	123.477	60.5964	2.3402	5.75004
SIG1	transcript153	Heart	123.477	2.3402	123.477	111.575	250.549	82.2718	12.6408	44.563
SIG1	transcript154	Heart	26.566	0.105726	2074.98	4194.25	3793.11	2074.98	375.022	339.068
SIG1	transcript155	Heart	11.3365	2.02082	458.736	839.224	44.563	561.088	1.47075	32.703
SIG1	transcript156	Heart	0.222631	4.52091	1.47075	1.47075	3.08383	11.3365	8.12534	0.652869
SIG1	transcript157	Heart	375.022	2074.98	1534.61	561.088	458.736	2294.47	1387.78	561.088
SIG1	transcript158	Heart	60.5964	339.068	151.189	21.5465	375.022	507.343	60.5964	26.566
SIG1	transcript159	Heart	156341	315942	20946	20946	9373.31	4194.25	40.2064	11460.3
SIG1	transcript160	Heart	339.068	14012	758.884	2294.47	414.778	306.552	204.744	1534.61
SIG1	transcript161	Heart	2.3402	12.6408	54.7067	49.3802	8.12534	5.10462	12.6408	100.811
SIG1	transcript162	Heart	54.7067	44.563	306.552	1876.49	458.736	67.1087	15493.5	414.778
SIG1	transcript163	Heart	1026.28	1534.61	620.515	4194.25	42329.6	3793.11	458.736	94587.1
SIG1	transcript164	Heart	0.827621	2.69335	0.222631	1.47075	8.12534	23.9302	185.071	306.552
SIG1	transcript165	Heart	507.343	758.884	2537.16	1534.61	14012	40.2064	100.811	3430.33
SIG1	transcript166	Heart	375.022	6933.2	375.022	1134.89	54.7067	11460.3	414.778	77363.4
SIG1	transcript167	Heart	36.2663	44.563	11.3365	3.08383	0.222631	10.1569	49.3802	0.652869
SIG1	transcript168	Heart	91.0759	185.071	758.884	306.552	1876.49	136.637	204.744	9373.31
SIG1	transcript169	Heart	91.0759	44.563	36.2663	151.189	32.703	306.552	17.4409	26.566
SIG1	transcript170	Heart	6933.2	172870	25609.4	85542.8	69966	34621.6	28317.1	6270.17
SIG1	transcript171	Heart	507.343	12672.1	20946	25609.4	104588	954405	414.778	204.744
SIG1	transcript172	Heart	7666.33	458.736	5.75004	54.7067	1.73198	839.224	339.068	2805.51
SIG1	transcript173	Heart	3.5156	17.4409	1534.61	339.068	306.552	3.08383	2805.51	507.343
SIG1	transcript174	Heart	7.2528	1.23451	21.5465	928.058	136.637	12.6408	4.52091	0.494826
SIG1	transcript175	Heart	9.09013	5.10462	1.23451	0	5.75004	0.827621	11.3365	5.75004
SIG1	transcript176	Heart	74.3096	3430.33	11460.3	4194.25	3793.11	1387.78	18943.1	34621.6
SIG1	transcript177	Heart	4.52091	26.566	4.52091	1.73198	1.73198	32.703	17.4409	3.08383
SIG1	transcript178	Heart	1.02085	0.351895	2.3402	3.5156	54.7067	3.08383	10.1569	0.494826
SIG1	transcript179	Heart	414.778	2537.16	1254.99	928.058	82.2718	1134.89	620.515	28317.1
SIG1	transcript180	Heart	185.071	5.10462	0.222631	40.2064	40.2064	686.226	151.189	2.69335
SIG1	transcript181	Heart	3793.11	141392	100.811	17.4409	26.566	2294.47	458.736	5128.24
SIG1	transcript182	Heart	204.744	1387.78	100.811	29.4804	123.477	1696.97	74.3096	1134.89
SIG1	transcript183	Heart	191147	1.06E+06	46805.1	85542.8	9373.31	233703	25609.4	94587.1
SIG1	transcript184	Heart	4194.25	6933.2	8476.97	14012	42329.6	7666.33	204.744	375.022
SIG1	transcript185	Heart	1026.28	1254.99	414.778	100.811	136.637	339.068	1387.78	1.47075
SIG1	transcript186	Heart	21.5465	151.189	15.6777	19.3906	6.46369	0.105726	4.52091	0.105726
SIG1	transcript187	Heart	1026.28	277.144	6.46369	12.6408	167.28	185.071	1134.89	136.637
SIG1	transcript188	Heart	1534.61	2074.98	17.4409	7.2528	561.088	19.3906	29.4804	111.575
SIG1	transcript189	Heart	19.3906	3.08383	14.083	123.477	91.0759	7.2528	339.068	17.4409
SIG1	transcript190	Heart	11.3365	0.494826	74.3096	2.02082	167.28	758.884	0.494826	29.4804
SIG1	transcript191	Heart	3.99302	8.12534	8.12534	32.703	1.73198	32.703	91.0759	0.222631
SIG1	transcript192	Heart	2074.98	15.6777	11460.3	7666.33	6933.2	38282.1	15493.5	3.5156
SIG1	transcript193	Heart	19.3906	136.637	4.52091	10.1569	7.2528	2.69335	0.494826	2.02082
SIG1	transcript194	Heart	51753.7	57225.6	226.497	1254.99	6933.2	414.778	23.9302	10.1569
SIG1	transcript195	Heart	1876.49	34621.6	3102.24	2074.98	5128.24	15.6777	74.3096	758.884
SIG1	transcript196	Heart	9.09013	23.9302	306.552	1534.61	23.9302	9373.31	6.46369	74.3096
SIG1	transcript197	Heart	0.827621	1.47075	1.47075	0	3.99302	2.3402	4.52091	2.02082
SIG1	transcript198	Heart	758.884	7666.33	12672.1	4637.8	1254.99	5670.54	1387.78	928.058
SIG1	transcript199	Heart	3.08383	21.5465	0.494826	2.02082	1.73198	1.23451	1.47075	1.73198
SIG1	transcript200	Heart	2.02082	17.4409	0.827621	10.1569	1.23451	0.351895	14.083	3.99302
SIG1	transcript201	Heart	8476.97	458.736	32.703	7.2528	100.811	111.575	167.28	561.088
SIG1	transcript202	Heart	0.652869	0	11.3365	19.3906	0	0.652869	14.083	123.477
SIG1	transcript203	Heart	277.144	375.022	4637.8	686.226	18943.1	94587.1	250.549	4194.25
SIG1	transcript204	Heart	1.23451	5.75004	226.497	928.058	686.226	226.497	26.566	74.3096
SIG1	transcript205	Heart	10.1569	67.1087	82.2718	3.5156	123.477	204.744	6.46369	49.3802
SIG1	transcript206	Heart	5128.24	2294.47	42329.6	172870	2294.47	1026.28	14.083	686.226
SIG1	transcript207	Heart	123.477	67.1087	5128.24	9373.31	8476.97	29.4804	204.744	67.1087
SIG1	transcript208	Heart	0.494826	1.73198	29.4804	40.2064	60.5964	0.351895	0.222631	1.73198
SIG1	transcript209	Heart	204.744	414.778	25609.4	620.515	123.477	2074.98	5128.24	7.2528
SIG1	transcript210	Heart	141392	4637.8	77363.4	31311.1	9373.31	458.736	111.575	20946
SIG1	transcript211	Heart	2.69335	9.09013	5.10462	7.2528	0.351895	5.10462	11.3365	1.47075
SIG1	transcript212	Heart	36.2663	12.6408	8.12534	44.563	11.3365	44.563	928.058	2294.47
SIG1	transcript213	Heart	60.5964	82.2718	1387.78	185.071	620.515	339.068	928.058	11460.3
SIG1	transcript214	Heart	1876.49	3793.11	3102.24	620.515	2294.47	339.068	2294.47	23160.6
SIG1	transcript215	Heart	23160.6	620.515	40.2064	23.9302	151.189	111.575	44.563	7.2528
SIG1	transcript216	Heart	2.3402	2.02082	11.3365	3.5156	8.12534	0.494826	17.4409	11.3365
SIG1	transcript217	Heart	0	2.69335	29.4804	67.1087	40.2064	3.08383	5.75004	82.2718
SIG1	transcript218	Heart	686.226	23.9302	11.3365	5.75004	111.575	151.189	4.52091	414.778
SIG1	transcript219	Heart	3793.11	277.144	375.022	458.736	18943.1	14012	21.5465	9373.31
SIG1	transcript220	Heart	226.497	151.189	12672.1	51753.7	3430.33	15493.5	839.224	1134.89
SIG1	transcript221	Heart	5128.24	620.515	6270.17	686.226	2294.47	339.068	44.563	686.226
SIG1	transcript222	Heart	44.563	339.068	185.071	414.778	167.28	3102.24	20946	54.7067
SIG1	transcript223	Heart	5.75004	0	49.3802	29.4804	0	36.2663	49.3802	2.02082
SIG1	transcript224	Heart	91.0759	136.637	40.2064	14.083	375.022	375.022	17.4409	758.884
SIG1	transcript225	Heart	19.3906	91.0759	6.46369	40.2064	1.47075	10.1569	19.3906	277.144
SIG1	transcript226	Heart	91.0759	82.2718	306.552	339.068	250.549	4194.25	1026.28	4194.25
SIG1	transcript227	Heart	686.226	6270.17	6933.2	5128.24	136.637	20946	250.549	4637.8
SIG1	transcript228	Heart	1387.78	1134.89	277.144	458.736	8476.97	928.058	100.811	2294.47
SIG1	transcript229	Heart	38282.1	17131.7	2805.51	1134.89	1534.61	928.058	250.549	91.0759
SIG1	transcript230	Heart	0.105726	3.99302	1.73198	9.09013	5.10462	0.222631	0.652869	5.75004
SIG1	transcript231	Heart	1134.89	7.2528	8.12534	21.5465	226.497	12.6408	11460.3	3.99302
SIG1	transcript232	Heart	1.73198	6.46369	8.12534	26.566	0.494826	21.5465	561.088	5.10462
SIG1	transcript233	Heart	91.0759	15.6777	1134.89	1254.99	111.575	123.477	7.2528	339.068
SIG1	transcript234	Heart	6.46369	758.884	1026.28	151.189	3793.11	277.144	1387.78	5670.54
SIG1	transcript235	Heart	250.549	561.088	306.552	74.3096	74.3096	758.884	3793.11	3102.24
SIG1	transcript236	Heart	57225.6	226.497	561.088	226.497	204.744	6270.17	4637.8	136.637
SIG1	transcript237	Heart	29.4804	1876.49	928.058	1026.28	2537.16	21.5465	40.2064	839.224
SIG1	transcript238	Heart	686.226	458.736	123.477	32.703	226.497	620.515	54.7067	2294.47
SIG1	transcript239	Heart	277.144	339.068	14012	5670.54	18943.1	1876.49	1696.97	277.144
SIG1	transcript240	Heart	82.2718	54.7067	226.497	561.088	620.515	185.071	19.3906	21.5465
SIG1	transcript241	Heart	42329.6	11460.3	5670.54	5670.54	5128.24	5128.24	2537.16	17131.7
SIG1	transcript242	Heart	339.068	507.343	23.9302	19.3906	2805.51	123.477	100.811	10.1569
SIG1	transcript243	Heart	1387.78	136.637	185.071	10.1569	1026.28	1026.28	226.497	758.884
SIG1	transcript244	Heart	686.226	111.575	8476.97	10364.4	561.088	54.7067	758.884	36.2663
SIG1	transcript245	Heart	561.088	1876.49	1387.78	4637.8	1387.78	15.6777	0.827621	2294.47
SIG1	transcript246	Heart	8476.97	3793.11	51753.7	31311.1	577423	156341	28317.1	15493.5
SIG1	transcript247	Heart	0.827621	4.52091	1.47075	0.652869	2.3402	2.69335	36.2663	3.99302
SIG1	transcript248	Heart	458.736	1254.99	6270.17	8476.97	3430.33	1696.97	167.28	10364.4
SIG1	transcript249	Heart	111.575	91.0759	167.28	32.703	250.549	49.3802	9.09013	3.5156
SIG1	transcript250	Heart	204.744	5670.54	839.224	49.3802	60.5964	561.088	17131.7	12672.1
SIG1	transcript251	Heart	0.827621	15.6777	1.73198	2.02082	11.3365	2.3402	0.494826	91.0759
SIG1	transcript252	Heart	0.652869	0.652869	19.3906	2.02082	1.47075	6.46369	2.69335	23.9302
SIG1	transcript253	Heart	91.0759	136.637	44.563	100.811	204.744	1387.78	0.351895	4.52091
SIG1	transcript254	Heart	8.12534	9.09013	3.5156	15.6777	414.778	29.4804	17131.7	123.477
SIG1	transcript255	Heart	36.2663	0.494826	14.083	2.69335	10.1569	3.99302	6.46369	60.5964
SIG1	transcript256	Heart	17.4409	15.6777	67.1087	26.566	123.477	277.144	277.144	54.7067
SIG1	transcript257	Heart	6270.17	258411	69966	349345	85542.8	285732	23160.6	339.068
SIG1	transcript258	Heart	167.28	20946	620.515	2294.47	2805.51	6270.17	115645	29.4804
SIG1	transcript259	Heart	414.778	458.736	758.884	686.226	10364.4	277.144	54.7067	123.477
SIG1	transcript260	Heart	82.2718	339.068	123.477	277.144	10.1569	458.736	1876.49	100.811
SIG1	transcript261	Heart	6270.17	3102.24	4637.8	1696.97	5128.24	15493.5	1026.28	1876.49
SIG1	transcript262	Heart	23160.6	1696.97	10364.4	6933.2	17131.7	1876.49	839.224	12.6408
SIG1	transcript263	Heart	339.068	32.703	1.23451	23.9302	0	11.3365	277.144	226.497
SIG1	transcript264	Heart	91.0759	167.28	375.022	1134.89	1254.99	167.28	151.189	686.226
