DESC	GENE_ID	sp1	sp2	sp3	sp4	sp5	sp6	sp7	sp8
SIG0.1	transcript39	2735.88	2181.97	7290.56	7861.42	3988.64	9140.71	3181.2	7290.56
SIG0.1	transcript40	155.062	209.979	180.455	244.308	209.979	284.222	209.979	520.277
SIG0.1	transcript41	520.277	561.088	758.884	605.094	520.277	703.712	482.429	263.513
SIG0.1	transcript42	12.9879	14.083	57.5776	57.5776	17.9101	14.083	39.1839	53.3245
SIG0.1	transcript43	561.088	447.329	2537.16	2537.16	605.094	1496.51	758.884	1286.95
SIG0.1	transcript44	31.0513	31.0513	10.1569	11.0304	6.0979	7.2528	28.7241	20.987
SIG0.1	transcript45	114.439	98.2845	67.1087	133.222	67.1087	67.1087	482.429	114.439
SIG0.1	transcript46	520.277	330.63	1387.78	758.884	951.697	520.277	226.497	561.088
SIG0.1	transcript47	4.25033	5.58255	8.59562	9.34686	4.66138	7.89892	5.58255	19.3906
SIG0.1	transcript48	306.552	447.329	194.661	209.979	306.552	194.661	951.697	194.661
SIG0.1	transcript49	39.1839	78.1907	123.477	91.0759	209.979	67.1087	520.277	226.497
SIG0.1	transcript50	3698.97	2735.88	3181.2	5392.58	2537.16	4301.0	414.778	3988.64
SIG0.1	transcript51	482.429	306.552	951.697	882.525	1026.28	1026.28	1387.78	1286.95
SIG0.1	transcript52	951.697	1193.43	652.545	482.429	1286.95	1876.49	2352.88	143.731
SIG0.1	transcript53	520.277	605.094	244.308	114.439	133.222	155.062	414.778	167.28
SIG0.1	transcript54	24.5645	57.5776	6.0979	3.5156	5.10462	20.987	42.33	42.33
SIG0.1	transcript55	1106.71	561.088	306.552	284.222	758.884	605.094	209.979	414.778
SIG0.1	transcript56	180.455	356.594	818.376	951.697	1026.28	414.778	1106.71	180.455
SIG0.1	transcript57	45.7223	106.058	19.3906	31.0513	11.0304	24.5645	24.5645	16.5372
SIG0.1	transcript58	561.088	414.778	1613.75	2023.47	561.088	2537.16	482.429	652.545
SIG0.1	transcript59	703.712	384.59	244.308	330.63	263.513	384.59	818.376	605.094
SIG0.1	transcript60	13325.2	14368.5	5000.97	1286.95	10628.2	2023.47	5814.85	758.884
SIG0.1	transcript61	24.5645	24.5645	67.1087	106.058	45.7223	57.5776	28.7241	194.661
SIG0.1	transcript62	652.545	209.979	306.552	447.329	284.222	106.058	882.525	356.594
SIG0.1	transcript63	5000.97	1740.17	2950.15	2537.16	2352.88	2950.15	1387.78	561.088
SIG0.1	transcript64	72.441	114.439	84.3906	45.7223	33.5606	17.9101	194.661	53.3245
SIG0.1	transcript65	106.058	180.455	414.778	209.979	155.062	98.2845	106.058	194.661
SIG0.1	transcript66	106.058	67.1087	49.3802	28.7241	106.058	22.7084	67.1087	31.0513
SIG0.1	transcript67	2735.88	2352.88	6270.17	9856.42	5814.85	6761.15	2181.97	15493.5
SIG0.1	transcript68	53.3245	26.566	62.1636	49.3802	42.33	22.7084	143.731	330.63
SIG0.1	transcript69	22.7084	33.5606	11.0304	7.89892	14.083	7.2528	26.566	36.2663
SIG0.1	transcript70	98.2845	67.1087	11.9723	12.9879	22.7084	28.7241	39.1839	42.33
SIG0.1	transcript71	98.2845	123.477	106.058	123.477	155.062	226.497	39.1839	16.5372
SIG0.1	transcript72	26.566	14.083	20.987	36.2663	6.0979	9.34686	19.3906	6.0979
SIG0.1	transcript73	36.2663	39.1839	106.058	39.1839	67.1087	49.3802	306.552	39.1839
SIG0.1	transcript74	1.12499	0.457736	0.827621	1.12499	0.571863	0.571863	0.253739	5.10462
SIG0.1	transcript75	17.9101	12.9879	14.083	22.7084	22.7084	36.2663	36.2663	84.3906
SIG0.1	transcript76	19.3906	19.3906	57.5776	78.1907	67.1087	26.566	49.3802	14.083
SIG0.1	transcript77	57.5776	91.0759	22.7084	91.0759	42.33	45.7223	123.477	57.5776
SIG0.1	transcript78	3181.2	2352.88	2352.88	2950.15	1286.95	482.429	1193.43	15493.5
SIG0.1	transcript79	8.59562	10.1569	10.1569	10.1569	9.34686	15.2638	11.9723	42.33
SIG0.1	transcript80	7.89892	7.2528	4.25033	2.88368	4.25033	2.3402	28.7241	5.10462
SIG0.1	transcript81	2023.47	2537.16	703.712	703.712	356.594	520.277	1496.51	2735.88
SIG0.1	transcript82	306.552	482.429	167.28	114.439	143.731	167.28	155.062	123.477
SIG0.1	transcript83	561.088	482.429	330.63	652.545	414.778	1286.95	818.376	167.28
SIG0.1	transcript84	22.7084	28.7241	42.33	17.9101	22.7084	26.566	11.9723	11.0304
SIG0.1	transcript85	16.5372	19.3906	67.1087	84.3906	62.1636	84.3906	84.3906	36.2663
SIG0.1	transcript86	4637.8	3430.33	1496.51	2735.88	2537.16	2537.16	4301.0	882.525
SIG0.1	transcript87	5.58255	24.5645	7.2528	7.89892	4.66138	11.9723	19.3906	10.1569
SIG0.1	transcript88	414.778	226.497	226.497	284.222	244.308	561.088	133.222	306.552
SIG0.1	transcript89	67.1087	72.441	143.731	209.979	72.441	209.979	114.439	114.439
SIG0.1	transcript90	1387.78	1387.78	6270.17	8476.97	4301.0	3430.33	2352.88	1876.49
SIG0.1	transcript91	62.1636	36.2663	49.3802	49.3802	24.5645	106.058	91.0759	106.058
SIG0.1	transcript92	5392.58	1613.75	2023.47	1740.17	882.525	2735.88	3430.33	482.429
SIG0.1	transcript93	882.525	652.545	1026.28	1106.71	356.594	758.884	1613.75	1026.28
SIG0.1	transcript94	2023.47	2352.88	2023.47	1740.17	1496.51	951.697	1740.17	2181.97
SIG0.1	transcript95	114.439	72.441	67.1087	143.731	98.2845	98.2845	78.1907	62.1636
SIG0.1	transcript96	2181.97	1106.71	2023.47	2181.97	2023.47	1026.28	2023.47	1106.71
SIG0.1	transcript97	209.979	703.712	356.594	482.429	356.594	67.1087	78.1907	167.28
SIG0.1	transcript98	2023.47	2950.15	652.545	561.088	1613.75	1026.28	8476.97	1613.75
SIG0.1	transcript99	22.7084	14.083	39.1839	39.1839	36.2663	17.9101	5.58255	6.6536
SIG0.1	transcript100	951.697	1026.28	356.594	482.429	1026.28	520.277	91.0759	520.277
SIG0.1	transcript101	1740.17	4637.8	1387.78	1496.51	482.429	818.376	263.513	194.661
SIG0.1	transcript102	1193.43	1496.51	284.222	194.661	284.222	143.731	605.094	703.712
SIG0.1	transcript103	6761.15	2735.88	4637.8	6270.17	16706.6	2735.88	3988.64	1613.75
SIG0.1	transcript104	414.778	226.497	263.513	284.222	414.778	1286.95	882.525	330.63
SIG0.1	transcript105	758.884	703.712	1387.78	1193.43	882.525	818.376	1286.95	1193.43
SIG0.1	transcript106	561.088	520.277	818.376	414.778	652.545	1286.95	244.308	143.731
SIG0.1	transcript107	2537.16	1106.71	1026.28	2352.88	1193.43	703.712	1496.51	2181.97
SIG0.1	transcript108	652.545	951.697	143.731	226.497	263.513	414.778	123.477	91.0759
SIG0.1	transcript109	1613.75	1496.51	1387.78	1740.17	1026.28	2352.88	951.697	180.455
SIG0.1	transcript110	11.9723	11.9723	5.10462	10.1569	5.58255	11.9723	4.66138	0.970706
SIG0.1	transcript111	263.513	482.429	226.497	133.222	306.552	306.552	78.1907	209.979
SIG0.1	transcript112	167.28	62.1636	98.2845	155.062	167.28	98.2845	244.308	45.7223
SIG0.1	transcript113	356.594	244.308	1740.17	1106.71	1026.28	951.697	605.094	2023.47
SIG0.1	transcript114	0.0	0.253739	0.0	0.0	0.970706	0.694924	5.10462	0.16271
SIG0.1	transcript115	53.3245	106.058	244.308	244.308	194.661	384.59	263.513	882.525
SIG0.1	transcript116	2537.16	3430.33	1876.49	2537.16	1876.49	1613.75	482.429	3698.97
SIG0.1	transcript117	84.3906	98.2845	19.3906	17.9101	11.9723	24.5645	72.441	31.0513
SIG0.1	transcript118	356.594	284.222	1106.71	1387.78	703.712	951.697	1286.95	1496.51
SIG0.1	transcript119	882.525	447.329	882.525	951.697	1740.17	2352.88	306.552	520.277
SIG0.1	transcript120	1.12499	4.66138	0.571863	1.87277	2.09768	3.18774	1.12499	5.10462
SIG0.1	transcript121	133.222	226.497	226.497	244.308	226.497	180.455	98.2845	384.59
SIG0.1	transcript122	155.062	209.979	143.731	62.1636	45.7223	19.3906	133.222	84.3906
SIG0.1	transcript123	330.63	167.28	356.594	520.277	482.429	194.661	263.513	143.731
SIG0.1	transcript124	447.329	1740.17	561.088	482.429	384.59	167.28	57.5776	155.062
SIG0.1	transcript125	3181.2	5392.58	1387.78	1496.51	3430.33	2352.88	1286.95	1106.71
SIG0.1	transcript126	226.497	284.222	106.058	356.594	209.979	520.277	758.884	1286.95
SIG0.1	transcript127	5.10462	6.0979	6.0979	6.0979	7.89892	2.3402	6.6536	7.2528
SIG0.1	transcript128	0.0782905	1.47075	0.827621	3.5156	2.3402	1.47075	0.253739	0.571863
SIG0.1	transcript129	520.277	520.277	330.63	306.552	414.778	263.513	284.222	143.731
SIG0.1	transcript130	180.455	209.979	703.712	263.513	1026.28	263.513	882.525	209.979
SIG0.1	transcript131	72.441	155.062	384.59	414.778	414.778	143.731	78.1907	194.661
SIG0.1	transcript132	1.29136	0.351895	0.457736	0.827621	1.29136	0.694924	0.457736	0.457736
SIG0.1	transcript133	2181.97	1286.95	1496.51	1740.17	2023.47	1193.43	3988.64	1740.17
SIG0.1	transcript134	384.59	226.497	482.429	284.222	1106.71	482.429	226.497	1026.28
SIG0.1	transcript135	53.3245	123.477	53.3245	53.3245	42.33	123.477	180.455	28.7241
SIG0.1	transcript136	244.308	209.979	758.884	330.63	384.59	306.552	1613.75	605.094
SIG0.1	transcript137	652.545	330.63	561.088	652.545	284.222	1026.28	447.329	1740.17
SIG0.1	transcript138	1876.49	1387.78	1286.95	1613.75	1193.43	703.712	2181.97	2537.16
SIG0.1	transcript139	1106.71	605.094	1026.28	758.884	414.778	447.329	758.884	951.697
SIG0.1	transcript140	78.1907	167.28	180.455	226.497	84.3906	123.477	57.5776	155.062
SIG0.1	transcript141	447.329	4301.0	384.59	482.429	882.525	384.59	520.277	3430.33
SIG0.1	transcript142	5.58255	7.2528	9.34686	8.59562	3.18774	16.5372	3.86913	3.5156
SIG0.1	transcript143	5.10462	5.58255	1.29136	1.87277	3.5156	2.6017	10.1569	5.10462
SIG0.1	transcript144	306.552	263.513	284.222	561.088	284.222	155.062	284.222	520.277
SIG0.1	transcript145	1613.75	561.088	263.513	482.429	330.63	818.376	652.545	818.376
SIG0.1	transcript146	1387.78	2352.88	1106.71	1286.95	1387.78	1496.51	3698.97	447.329
SIG0.1	transcript147	26.566	11.0304	7.2528	11.0304	3.5156	6.0979	15.2638	22.7084
SIG0.1	transcript148	84.3906	98.2845	284.222	263.513	133.222	114.439	78.1907	306.552
SIG0.1	transcript149	4.66138	0.351895	0.16271	0.16271	0.253739	0.571863	0.0782905	5.58255
SIG0.1	transcript150	143.731	605.094	384.59	384.59	330.63	244.308	561.088	167.28
SIG0.1	transcript151	356.594	167.28	263.513	330.63	143.731	447.329	106.058	11.9723
SIG0.1	transcript152	1740.17	703.712	703.712	951.697	5000.97	2352.88	5392.58	2181.97
SIG0.1	transcript153	9.34686	24.5645	11.9723	10.1569	8.59562	15.2638	7.89892	28.7241
SIG0.1	transcript154	1.12499	0.970706	1.47075	3.5156	0.351895	1.47075	0.571863	4.25033
SIG0.1	transcript155	0.253739	0.351895	0.0782905	0.253739	2.88368	0.457736	2.3402	0.571863
SIG0.1	transcript156	1026.28	384.59	306.552	703.712	605.094	330.63	244.308	1613.75
SIG0.1	transcript157	106.058	91.0759	72.441	67.1087	155.062	78.1907	53.3245	98.2845
SIG0.1	transcript158	652.545	284.222	1387.78	561.088	1740.17	605.094	1193.43	244.308
SIG0.1	transcript159	1026.28	263.513	1613.75	1193.43	330.63	330.63	284.222	84.3906
SIG0.1	transcript160	7.2528	5.58255	17.9101	91.0759	42.33	20.987	33.5606	4.66138
SIG0.1	transcript161	167.28	209.979	143.731	98.2845	155.062	244.308	244.308	263.513
SIG0.1	transcript162	1740.17	1496.51	2352.88	1740.17	1876.49	2537.16	4301.0	1193.43
SIG0.1	transcript163	356.594	520.277	447.329	447.329	356.594	758.884	384.59	226.497
SIG0.1	transcript164	652.545	652.545	1286.95	561.088	1026.28	882.525	1026.28	330.63
SIG0.1	transcript165	14.083	15.2638	16.5372	24.5645	33.5606	8.59562	20.987	16.5372
SIG0.1	transcript166	8476.97	7290.56	15493.5	16706.6	22585.9	15493.5	7861.42	5814.85
SIG0.1	transcript167	703.712	1613.75	1740.17	2023.47	3988.64	1740.17	2023.47	703.712
SIG0.1	transcript168	45.7223	17.9101	62.1636	53.3245	62.1636	72.441	42.33	28.7241
SIG0.1	transcript169	1740.17	2352.88	1496.51	4301.0	1193.43	1286.95	1106.71	951.697
SIG0.1	transcript170	11.9723	24.5645	16.5372	53.3245	22.7084	62.1636	33.5606	123.477
SIG0.1	transcript171	2950.15	1613.75	561.088	703.712	703.712	951.697	561.088	3430.33
SIG0.1	transcript172	53.3245	36.2663	62.1636	78.1907	67.1087	123.477	57.5776	53.3245
SIG0.1	transcript173	2.3402	6.6536	0.694924	0.827621	0.16271	2.09768	0.694924	0.253739
SIG0.1	transcript174	758.884	1026.28	758.884	951.697	1387.78	447.329	3181.2	2352.88
SIG0.1	transcript175	818.376	330.63	284.222	180.455	194.661	330.63	882.525	520.277
SIG0.1	transcript176	91.0759	78.1907	306.552	306.552	414.778	1026.28	209.979	62.1636
SIG0.1	transcript177	143.731	114.439	28.7241	22.7084	57.5776	167.28	49.3802	33.5606
SIG0.1	transcript178	0.827621	1.87277	7.89892	7.2528	3.5156	1.87277	5.10462	3.5156
SIG0.1	transcript179	758.884	384.59	414.778	818.376	447.329	561.088	605.094	447.329
SIG0.1	transcript180	414.778	330.63	67.1087	143.731	84.3906	123.477	53.3245	98.2845
SIG0.1	transcript181	28.7241	17.9101	10.1569	15.2638	26.566	20.987	53.3245	10.1569
SIG0.1	transcript182	155.062	414.778	244.308	284.222	226.497	1026.28	482.429	758.884
SIG0.1	transcript183	114.439	72.441	53.3245	49.3802	143.731	209.979	123.477	447.329
SIG0.1	transcript184	447.329	703.712	520.277	356.594	520.277	703.712	1613.75	561.088
SIG0.1	transcript185	605.094	226.497	561.088	1193.43	1026.28	1387.78	520.277	882.525
SIG0.1	transcript186	384.59	882.525	951.697	703.712	1106.71	2735.88	1286.95	951.697
SIG0.1	transcript187	53.3245	20.987	9.34686	17.9101	11.0304	39.1839	4.66138	15.2638
SIG0.1	transcript188	2537.16	1286.95	1106.71	2023.47	1193.43	1026.28	2181.97	1387.78
SIG0.1	transcript189	8476.97	16706.6	9856.42	9856.42	4637.8	2352.88	5814.85	2735.88
SIG0.1	transcript190	2537.16	3430.33	1876.49	1026.28	2023.47	3698.97	1106.71	520.277
SIG0.1	transcript191	1193.43	447.329	2181.97	2352.88	652.545	2537.16	818.376	1876.49
SIG0.1	transcript192	306.552	330.63	123.477	263.513	414.778	882.525	1613.75	226.497
SIG0.1	transcript193	0.694924	0.253739	1.29136	0.253739	0.457736	0.253739	1.87277	0.0782905
SIG0.1	transcript194	4637.8	4301.0	1740.17	2537.16	2352.88	1876.49	3698.97	605.094
SIG0.1	transcript195	7861.42	4637.8	3988.64	3698.97	3181.2	2352.88	2537.16	13325.2
SIG0.1	transcript196	0.253739	0.16271	0.16271	0.351895	0.253739	0.253739	3.5156	1.29136
SIG0.1	transcript197	1740.17	1740.17	1026.28	1876.49	1496.51	2352.88	1286.95	652.545
SIG0.1	transcript198	652.545	818.376	133.222	330.63	123.477	167.28	652.545	482.429
SIG0.1	transcript199	3181.2	3430.33	2950.15	1496.51	1026.28	1286.95	1286.95	1026.28
SIG0.1	transcript200	19.3906	6.0979	11.9723	10.1569	11.9723	11.9723	49.3802	20.987
SIG0.1	transcript201	818.376	482.429	2181.97	1740.17	818.376	703.712	244.308	226.497
SIG0.1	transcript202	11460.3	6761.15	2950.15	3181.2	3988.64	2735.88	1026.28	951.697
SIG0.1	transcript203	155.062	356.594	652.545	882.525	758.884	114.439	703.712	1193.43
SIG0.1	transcript204	78.1907	67.1087	57.5776	36.2663	53.3245	133.222	330.63	194.661
SIG0.1	transcript205	194.661	209.979	194.661	180.455	263.513	561.088	330.63	1387.78
SIG0.1	transcript206	0.253739	0.0782905	0.571863	0.970706	1.47075	1.29136	1.12499	0.253739
SIG0.1	transcript207	1613.75	1026.28	951.697	447.329	1106.71	447.329	1496.51	1106.71
SIG0.1	transcript208	123.477	133.222	36.2663	36.2663	49.3802	62.1636	53.3245	384.59
SIG0.1	transcript209	62.1636	53.3245	167.28	123.477	263.513	114.439	45.7223	39.1839
SIG0.1	transcript210	123.477	72.441	49.3802	98.2845	167.28	62.1636	244.308	244.308
SIG0.1	transcript211	45.7223	11.9723	26.566	22.7084	62.1636	36.2663	16.5372	53.3245
SIG0.1	transcript212	167.28	155.062	652.545	520.277	414.778	226.497	2181.97	284.222
SIG0.1	transcript213	5.10462	1.47075	2.09768	1.66419	0.0	8.59562	2.88368	0.351895
SIG0.1	transcript214	0.970706	2.09768	4.25033	1.66419	3.18774	1.87277	0.827621	3.5156
SIG0.1	transcript215	652.545	882.525	414.778	561.088	330.63	306.552	758.884	356.594
SIG0.1	transcript216	4637.8	1613.75	3181.2	2352.88	3698.97	1740.17	1193.43	951.697
SIG0.1	transcript217	2352.88	703.712	1387.78	1387.78	1193.43	3181.2	758.884	951.697
SIG0.1	transcript218	42.33	26.566	20.987	28.7241	20.987	7.2528	57.5776	98.2845
SIG0.1	transcript219	1496.51	1193.43	244.308	414.778	520.277	520.277	652.545	284.222
SIG0.1	transcript220	703.712	167.28	1106.71	818.376	1387.78	652.545	951.697	561.088
SIG0.1	transcript221	28.7241	84.3906	9.34686	12.9879	6.6536	14.083	26.566	4.25033
SIG0.1	transcript222	14.083	42.33	306.552	114.439	20.987	39.1839	20.987	24.5645
SIG0.1	transcript223	91.0759	226.497	114.439	91.0759	123.477	114.439	226.497	330.63
SIG0.1	transcript224	2181.97	13325.2	1496.51	1496.51	3181.2	6761.15	10628.2	6270.17
SIG0.1	transcript225	49.3802	106.058	62.1636	67.1087	31.0513	36.2663	143.731	36.2663
SIG0.1	transcript226	2023.47	1387.78	2181.97	2950.15	2352.88	1387.78	1740.17	5000.97
SIG0.1	transcript227	16.5372	26.566	24.5645	24.5645	28.7241	26.566	180.455	26.566
SIG0.1	transcript228	882.525	1026.28	4637.8	3181.2	1876.49	882.525	5392.58	3698.97
SIG0.1	transcript229	209.979	306.552	180.455	356.594	263.513	306.552	194.661	226.497
SIG0.1	transcript230	133.222	306.552	143.731	114.439	72.441	22.7084	284.222	62.1636
SIG0.1	transcript231	194.661	53.3245	123.477	263.513	114.439	447.329	84.3906	57.5776
SIG0.1	transcript232	561.088	284.222	384.59	356.594	447.329	263.513	414.778	57.5776
SIG0.1	transcript233	1740.17	951.697	414.778	356.594	356.594	1106.71	1496.51	2352.88
SIG0.1	transcript234	652.545	605.094	306.552	226.497	356.594	384.59	1387.78	758.884
SIG0.1	transcript235	1613.75	2023.47	2735.88	3988.64	2352.88	5814.85	6270.17	6761.15
SIG0.1	transcript236	2735.88	3988.64	1876.49	1876.49	3698.97	2352.88	447.329	1613.75
SIG0.1	transcript237	1193.43	561.088	2537.16	1613.75	951.697	605.094	2023.47	2735.88
SIG0.1	transcript238	330.63	330.63	384.59	356.594	561.088	605.094	356.594	447.329
SIG0.1	transcript239	15493.5	2181.97	3181.2	5000.97	2181.97	7290.56	818.376	1387.78
SIG0.1	transcript240	2537.16	3181.2	1496.51	1496.51	2950.15	2023.47	5000.97	1286.95
SIG0.1	transcript241	1387.78	3181.2	2181.97	1026.28	4637.8	1613.75	384.59	306.552
SIG0.1	transcript242	123.477	133.222	57.5776	49.3802	36.2663	98.2845	84.3906	167.28
SIG0.1	transcript243	22.7084	45.7223	26.566	16.5372	11.9723	72.441	26.566	22.7084
SIG0.1	transcript244	951.697	1193.43	703.712	1026.28	1496.51	1193.43	1106.71	3430.33
SIG0.1	transcript245	2023.47	3181.2	330.63	758.884	482.429	1026.28	1286.95	9140.71
SIG0.1	transcript246	356.594	520.277	123.477	384.59	167.28	414.778	482.429	1026.28
SIG0.1	transcript247	384.59	226.497	882.525	758.884	703.712	520.277	114.439	652.545
SIG0.1	transcript248	7.89892	2.88368	3.86913	2.6017	7.2528	0.970706	6.6536	3.18774
SIG0.1	transcript249	9856.42	10628.2	6270.17	7290.56	11460.3	3698.97	1193.43	1613.75
SIG0.1	transcript250	1193.43	882.525	2181.97	1613.75	2537.16	1876.49	3181.2	6761.15
SIG0.1	transcript251	3988.64	5392.58	5000.97	2735.88	4637.8	4637.8	1876.49	2735.88
SIG0.1	transcript252	155.062	330.63	447.329	414.778	384.59	356.594	330.63	384.59
SIG0.1	transcript253	1193.43	1286.95	1193.43	758.884	2181.97	482.429	1876.49	1026.28
SIG0.1	transcript254	14.083	16.5372	155.062	209.979	133.222	28.7241	91.0759	123.477
SIG0.1	transcript255	84.3906	78.1907	244.308	209.979	180.455	57.5776	167.28	133.222
SIG0.1	transcript256	53.3245	98.2845	106.058	62.1636	133.222	98.2845	226.497	49.3802
SIG0.1	transcript257	209.979	605.094	1286.95	652.545	818.376	330.63	155.062	155.062
SIG0.1	transcript258	12.9879	16.5372	16.5372	16.5372	22.7084	20.987	3.18774	6.0979
SIG0.1	transcript259	91.0759	114.439	24.5645	22.7084	57.5776	19.3906	167.28	20.987
SIG0.1	transcript260	28.7241	14.083	24.5645	45.7223	45.7223	36.2663	17.9101	39.1839
SIG0.1	transcript261	28.7241	39.1839	36.2663	67.1087	39.1839	11.0304	16.5372	31.0513
SIG0.1	transcript262	226.497	114.439	143.731	143.731	167.28	263.513	882.525	244.308
SIG0.1	transcript263	951.697	1387.78	703.712	447.329	561.088	209.979	384.59	447.329
SIG0.1	transcript264	0.0782905	0.694924	1.12499	0.571863	0.16271	0.351895	0.571863	1.47075
SIG0.1	transcript265	2352.88	1740.17	4301.0	3698.97	3430.33	2735.88	1496.51	2537.16
SIG0.1	transcript266	758.884	652.545	330.63	356.594	306.552	447.329	414.778	284.222
SIG0.1	transcript267	2.09768	1.12499	0.970706	1.12499	4.25033	3.5156	1.87277	0.827621
SIG0.1	transcript268	356.594	1026.28	1286.95	1613.75	951.697	2735.88	1026.28	951.697
SIG0.1	transcript269	78.1907	194.661	482.429	758.884	758.884	482.429	143.731	561.088
SIG0.1	transcript270	2181.97	758.884	1286.95	1496.51	1106.71	2537.16	605.094	2352.88
SIG0.1	transcript271	106.058	106.058	36.2663	28.7241	33.5606	28.7241	62.1636	36.2663
SIG0.1	transcript272	818.376	1106.71	1387.78	1613.75	1286.95	703.712	2352.88	3988.64
SIG0.1	transcript273	1.12499	0.970706	4.66138	7.2528	7.89892	4.66138	5.10462	1.29136
SIG0.1	transcript274	2023.47	1740.17	1876.49	2181.97	1106.71	3181.2	758.884	1613.75
SIG0.1	transcript275	4.66138	6.0979	3.5156	1.29136	4.66138	3.5156	9.34686	39.1839
SIG0.1	transcript276	19.3906	10.1569	24.5645	36.2663	24.5645	67.1087	53.3245	26.566
SIG0.1	transcript277	3181.2	3430.33	9140.71	5392.58	11460.3	10628.2	14368.5	13325.2
SIG0.1	transcript278	447.329	652.545	2352.88	951.697	2023.47	414.778	758.884	414.778
SIG0.1	transcript279	7.2528	28.7241	31.0513	33.5606	49.3802	17.9101	39.1839	19.3906
SIG0.1	transcript280	882.525	818.376	1193.43	951.697	1193.43	703.712	758.884	652.545
SIG0.1	transcript281	284.222	384.59	244.308	284.222	384.59	209.979	1496.51	330.63
SIG0.1	transcript282	1.29136	1.12499	0.0782905	1.12499	0.16271	2.3402	2.88368	8.59562
SIG0.1	transcript283	5392.58	2537.16	605.094	414.778	520.277	758.884	818.376	882.525
SIG0.1	transcript284	561.088	209.979	306.552	167.28	263.513	703.712	652.545	703.712
SIG0.1	transcript285	414.778	414.778	284.222	652.545	356.594	330.63	244.308	67.1087
