# Simulated data set created 20220727 16:08 (1000 transcripts)
# Root distribution: gamma:0.375:1600.0
# Tree: ((((sp1<1>,sp2<2>)<12>,(((sp3<3>,sp4<4>)<15>,sp5<5>)<14>,sp6<6>)<13>)<11>,sp7<7>)<10>,sp8<8>)<9>
# Sigma: 1
DESC	FID	sp1	sp2	sp3	sp4	sp5	sp6-1	sp7-1	sp8-1	sp6-2	sp7-2	sp8-2
SIG1	transcript65	1.47075	3.99302	1.23451	10.1569	29.4804	40.2064	100.811	2.69335	41.99007019	102.3177494	1.547877089
SIG1	transcript66	23.9302	4.52091	250.549	54.7067	21.5465	82.2718	32.703	0.827621	85.9108213	37.10548617	5.51124235
SIG1	transcript67	111.575	74.3096	4637.8	3793.11	20946	3793.11	5128.24	5670.54	3793.787568	5130.65694	5669.815073
SIG1	transcript68	91.0759	2294.47	40.2064	19.3906	1.23451	1.02085	54.7067	0.351895	3.374774728	55.40116199	3.387323763
SIG1	transcript69	1876.49	185.071	74.3096	339.068	32.703	32.703	375.022	151.189	35.33697435	374.7597848	152.3548754
SIG1	transcript70	26.566	15.6777	3.99302	23.9302	2.69335	5.75004	151.189	277.144	9.330246997	146.7815319	274.4963296
SIG1	transcript71	2294.47	36.2663	40.2064	12.6408	9.09013	21.5465	123.477	375.022	19.73192101	126.6069042	372.4391804
SIG1	transcript72	1.23451	21.5465	2.69335	111.575	12.6408	5.75004	0.222631	82.2718	6.972163792	4.673860392	80.32546392
SIG1	transcript73	1134.89	185.071	111.575	91.0759	306.552	74.3096	5128.24	458.736	79.28942961	5124.226679	454.7334525
SIG1	transcript74	12.6408	26.566	0.494826	0.351895	15.6777	1.73198	1.73198	3.5156	1.311144341	6.434603465	7.713022927
SIG1	transcript75	185.071	19.3906	60.5964	758.884	74.3096	136.637	0.105726	250.549	132.0333411	1.938880263	248.833804
SIG1	transcript76	100.811	19.3906	0.827621	5.75004	3.08383	151.189	4.52091	7.2528	147.6478026	2.263731997	3.031796206
SIG1	transcript77	4194.25	458.736	1696.97	1134.89	40.2064	136.637	49.3802	928.058	133.039446	48.70516145	923.3061613
SIG1	transcript78	507.343	1254.99	4194.25	620.515	31311.1	3430.33	758.884	277.144	3434.16255	754.4491514	277.0404789
SIG1	transcript79	9.09013	15.6777	14.083	60.5964	19.3906	44.563	1387.78	1534.61	42.36670854	1384.049646	1537.126095
SIG1	transcript80	306.552	507.343	11460.3	2294.47	12672.1	74.3096	23160.6	2537.16	77.62071392	23160.34155	2534.06468
SIG1	transcript81	3430.33	204.744	185.071	36.2663	100.811	8.12534	2294.47	10364.4	8.773786067	2297.541678	10359.86132
SIG1	transcript82	29.4804	29.4804	82.2718	67.1087	339.068	111.575	10.1569	3.99302	111.0736647	11.93082961	8.776171909
SIG1	transcript83	5.10462	4.52091	60.5964	277.144	339.068	123.477	561.088	0.222631	128.2760416	564.2961565	2.396361822
SIG1	transcript84	3793.11	5128.24	151.189	839.224	14.083	2074.98	306.552	0.222631	2078.67599	306.397938	2.322962482
SIG1	transcript85	18943.1	1387.78	3793.11	5670.54	2805.51	250.549	4637.8	458.736	249.6198378	4639.062752	459.4488643
SIG1	transcript86	44.563	19.3906	9.09013	11.3365	9.09013	91.0759	11.3365	5.10462	91.44641547	8.885176659	6.026479636
SIG1	transcript87	2.69335	2.3402	17.4409	6.46369	32.703	36.2663	14.083	507.343	31.95732854	9.112065308	504.0478902
SIG1	transcript88	277.144	839.224	23.9302	40.2064	123.477	8.12534	1.47075	49.3802	4.803924353	5.450024097	47.22194052
SIG1	transcript89	82.2718	185.071	21.5465	6.46369	29.4804	26.566	1.47075	1.47075	27.91899129	5.626691998	0.693242324
SIG1	transcript90	1.47075	6.46369	0	5.75004	3.99302	12.6408	0.827621	1.73198	10.38947919	3.678824771	1.468763312
SIG1	transcript91	0.494826	14.083	0.494826	7.2528	0	2.69335	4.52091	0.222631	3.603114275	5.424155566	1.734456312
SIG1	transcript92	1.47075	2.02082	6.46369	82.2718	26.566	1.73198	11.3365	3.99302	2.311063346	9.04789492	6.610224854
SIG1	transcript93	0.105726	15.6777	1.02085	21.5465	1.23451	23.9302	49.3802	151.189	25.02532386	54.19315758	146.5768804
SIG1	transcript94	5670.54	5670.54	4637.8	3102.24	339.068	15493.5	7666.33	23160.6	15490.09971	7669.661667	23157.10361
SIG1	transcript95	204.744	375.022	1876.49	1026.28	226.497	111.575	2.02082	23.9302	108.9053723	0.595094324	26.50048241
SIG1	transcript96	111.575	100.811	839.224	1254.99	414.778	3102.24	1387.78	1026.28	3104.372655	1387.007124	1028.246261
SIG1	transcript97	21.5465	17.4409	19.3906	3.08383	49.3802	10.1569	136.637	9.09013	14.18208804	138.9202217	13.65194534
SIG1	transcript98	9.09013	91.0759	1534.61	2805.51	1134.89	758.884	1696.97	1876.49	755.65171	1699.883145	1876.764437
SIG1	transcript99	6933.2	2294.47	1254.99	3102.24	5128.24	5670.54	2294.47	5128.24	5673.186784	2289.648785	5123.307449
SIG1	transcript100	375.022	6933.2	6933.2	1134.89	20946	94587.1	250.549	3793.11	94591.53402	249.5786117	3793.094082
SIG1	transcript101	1696.97	1696.97	8.12534	44.563	11.3365	136.637	1.23451	1876.49	132.1869052	4.609862251	1873.103069
SIG1	transcript102	1026.28	1254.99	250.549	507.343	2294.47	620.515	21.5465	167.28	617.9424421	25.18136091	162.8964116
SIG1	transcript103	2294.47	82.2718	226.497	2294.47	9373.31	14012	15493.5	306.552	14012.22622	15498.13141	306.1316145
SIG1	transcript104	339.068	11460.3	1387.78	414.778	507.343	758.884	507.343	1026.28	758.3121758	509.3684722	1021.828842
SIG1	transcript105	928.058	339.068	620.515	1876.49	28317.1	5670.54	3102.24	29.4804	5671.913266	3105.500996	28.43057489
SIG1	transcript106	21.5465	250.549	67.1087	23.9302	60.5964	414.778	111.575	561.088	413.3418372	114.347693	564.8980957
SIG1	transcript107	1026.28	277.144	1876.49	1026.28	18943.1	928.058	34621.6	204.744	926.1050835	34618.8316	202.5010169
SIG1	transcript108	54.7067	60.5964	23.9302	82.2718	11.3365	3.08383	19.3906	3793.11	3.624374636	19.47859287	3792.846336
SIG1	transcript109	2074.98	10364.4	17131.7	46805.1	172870	57225.6	8.12534	15493.5	57221.82041	6.937281002	15491.97674
SIG1	transcript110	5128.24	2294.47	11460.3	3793.11	928.058	6933.2	2074.98	100.811	6933.314949	2070.269086	100.5891857
SIG1	transcript111	2537.16	1534.61	250.549	185.071	507.343	151.189	758.884	19.3906	147.5735959	754.6831335	16.09521442
SIG1	transcript112	375.022	67.1087	686.226	1387.78	82.2718	686.226	100.811	136.637	688.654502	103.0550279	131.6913504
SIG1	transcript113	49.3802	49.3802	3430.33	2537.16	67.1087	123.477	25609.4	111.575	122.4126055	25613.15915	112.4195448
SIG1	transcript114	167.28	185.071	26.566	136.637	8476.97	1534.61	204.744	44.563	1530.978808	205.9126766	46.9718963
SIG1	transcript115	91.0759	414.778	928.058	620.515	339.068	375.022	151.189	36.2663	374.7851377	148.634099	34.06231421
SIG1	transcript116	339.068	111.575	3793.11	2537.16	306.552	6270.17	561.088	4637.8	6266.920291	559.8660733	4634.136501
SIG1	transcript117	100.811	375.022	375.022	414.778	136.637	507.343	1534.61	507.343	507.2811765	1530.786884	502.5885342
SIG1	transcript118	44.563	49.3802	29.4804	14.083	21.5465	204.744	1387.78	339.068	209.504856	1391.647223	339.3262981
SIG1	transcript119	250.549	758.884	2537.16	1696.97	758.884	91.0759	36.2663	375.022	92.49964815	39.13544984	375.489271
SIG1	transcript120	12.6408	277.144	32.703	60.5964	32.703	100.811	375.022	91.0759	104.9549977	376.8501788	95.55072897
SIG1	transcript121	306.552	1254.99	226.497	686.226	185.071	3102.24	167.28	2537.16	3100.029835	169.0572608	2538.692567
SIG1	transcript122	12.6408	6.46369	0.222631	3.5156	0.494826	74.3096	8.12534	54.7067	70.36169947	12.53107351	57.59962352
SIG1	transcript123	19.3906	2.69335	123.477	74.3096	123.477	36.2663	1.73198	74.3096	32.93432569	2.094583269	76.88557652
SIG1	transcript124	507.343	91.0759	375.022	123.477	561.088	123.477	4194.25	15493.5	124.7348147	4193.617466	15489.09956
SIG1	transcript125	561.088	277.144	3.08383	0	3.99302	91.0759	44.563	2.3402	91.85877986	42.62053715	5.516462951
SIG1	transcript126	375.022	36.2663	57225.6	11460.3	127872	34621.6	1254.99	12672.1	34621.43312	1251.319685	12676.13148
SIG1	transcript127	4194.25	91.0759	49.3802	226.497	339.068	1876.49	4637.8	507.343	1872.306602	4635.073157	511.8851588
SIG1	transcript128	8.12534	620.515	10.1569	5.75004	507.343	250.549	507.343	507.343	255.035735	504.6592425	512.2784522
SIG1	transcript129	15.6777	111.575	1.02085	14.083	1.23451	26.566	19.3906	1.02085	27.33906348	24.08924327	5.262394189
SIG1	transcript130	4637.8	82.2718	620.515	277.144	277.144	839.224	4194.25	2.69335	841.6289238	4190.088616	0.782000106
SIG1	transcript131	5128.24	3102.24	1387.78	1387.78	414.778	136.637	6933.2	151.189	136.5304295	6934.64362	147.1823599
SIG1	transcript132	15.6777	6.46369	2.3402	0.105726	1.47075	0	0.494826	8.12534	2.676050946	4.74871704	9.711288655
SIG1	transcript133	185.071	111.575	12.6408	17.4409	23.9302	17.4409	3.08383	5.75004	17.68994439	3.345840236	4.359260159
SIG1	transcript134	3102.24	5128.24	620.515	414.778	226.497	2805.51	104588	686.226	2809.581218	104589.4037	690.2609668
SIG1	transcript135	620.515	123.477	306.552	277.144	67.1087	60.5964	620.515	226.497	61.13896553	625.5059142	222.144102
SIG1	transcript136	51753.7	285732	32.703	23.9302	204.744	74.3096	4637.8	151.189	71.78526171	4634.356747	153.7862939
SIG1	transcript137	0.494826	23.9302	7.2528	111.575	167.28	82.2718	36.2663	1696.97	84.34461544	40.21550756	1696.873908
SIG1	transcript138	167.28	839.224	42329.6	104588	258411	17131.7	375.022	1026.28	17132.13969	377.9826863	1025.306073
SIG1	transcript139	1254.99	10364.4	23160.6	25609.4	25609.4	3430.33	91.0759	928.058	3432.405596	95.83884898	927.2227072
SIG1	transcript140	2294.47	2537.16	25609.4	104588	11460.3	2537.16	1134.89	1254.99	2534.045887	1134.827496	1259.867239
SIG1	transcript141	3793.11	204.744	3102.24	8476.97	42329.6	5670.54	686.226	34621.6	5669.998876	685.8340246	34619.43948
SIG1	transcript142	100.811	32.703	2.02082	5.10462	26.566	1.73198	7.2528	32.703	5.13065084	5.475278723	32.46172722
SIG1	transcript143	0	1.47075	5.75004	100.811	54.7067	414.778	54.7067	23.9302	415.9762549	52.65324735	23.4271874
SIG1	transcript144	9.09013	0.105726	36.2663	19.3906	2.02082	23.9302	167.28	620.515	28.60056059	167.2381321	620.6490782
SIG1	transcript145	839.224	561.088	17131.7	8476.97	2537.16	3102.24	21.5465	458.736	3102.894573	17.53949933	458.9071092
SIG1	transcript146	204.744	12.6408	1696.97	458.736	2074.98	167.28	226.497	185.071	166.8897947	223.5188974	184.2765597
SIG1	transcript147	136.637	458.736	226.497	19.3906	29.4804	277.144	60.5964	15.6777	274.037926	58.50481525	20.62242395
SIG1	transcript148	2294.47	3430.33	1.23451	7.2528	3.08383	29.4804	250.549	14.083	25.73417344	253.9907881	15.43107969
SIG1	transcript149	136.637	226.497	9373.31	2074.98	94587.1	1696.97	77363.4	3430.33	1694.41913	77359.43455	3431.239421
SIG1	transcript150	26.566	620.515	111.575	111.575	561.088	82.2718	21.5465	15.6777	79.49292227	24.29912442	14.44738326
SIG1	transcript151	277.144	339.068	123.477	250.549	306.552	11.3365	306.552	4194.25	16.00639056	306.121011	4194.685149
SIG1	transcript152	928.058	339.068	11460.3	2074.98	2294.47	414.778	82.2718	1534.61	418.0215682	81.48146289	1537.332025
SIG1	transcript153	5670.54	11460.3	375.022	54.7067	686.226	40.2064	32.703	1534.61	36.36528902	35.51241665	1538.208804
SIG1	transcript154	250.549	458.736	111.575	1696.97	4194.25	11460.3	1696.97	458.736	11458.32119	1699.885287	461.9219305
SIG1	transcript155	0	14.083	74.3096	19.3906	19.3906	23.9302	40.2064	36.2663	27.07640519	36.62094063	32.85432751
SIG1	transcript156	226.497	29.4804	250.549	60.5964	44.563	123.477	0.222631	0.222631	119.8979674	0.92284123	3.248095124
SIG1	transcript157	111.575	375.022	4.52091	67.1087	507.343	2294.47	250.549	151.189	2293.922058	253.8869264	151.6376221
SIG1	transcript158	0.827621	15.6777	2.69335	0.222631	0.105726	14.083	0.652869	10.1569	12.8997217	2.805869477	14.64760297
SIG1	transcript159	185.071	839.224	11.3365	26.566	60.5964	82.2718	17.4409	6.46369	79.06426822	14.49261207	4.627841039
SIG1	transcript160	2.69335	1.73198	0.351895	0.222631	0.222631	67.1087	1876.49	74.3096	67.48726054	1873.063965	76.05952985
SIG1	transcript161	67.1087	14.083	0.652869	0.105726	1.02085	5.10462	0.351895	0.351895	3.872971078	2.383310875	3.794601487
SIG1	transcript162	507.343	3430.33	91.0759	100.811	54.7067	277.144	91.0759	686.226	279.5938657	90.4004843	686.7839423
SIG1	transcript163	49.3802	36.2663	12.6408	15.6777	277.144	204.744	12.6408	17.4409	203.3810886	7.664607601	20.03832418
SIG1	transcript164	458.736	1254.99	4194.25	277.144	1026.28	1254.99	4637.8	2805.51	1253.822995	4636.755187	2801.129435
SIG1	transcript165	19.3906	67.1087	26.566	6.46369	17.4409	6.46369	26.566	14.083	1.589480492	24.1005015	10.85746637
SIG1	transcript166	2.69335	2.69335	0.351895	0.827621	4.52091	10.1569	0.652869	458.736	10.04640196	1.609882293	462.8171985
SIG1	transcript167	928.058	2805.51	14012	17131.7	15493.5	2074.98	3102.24	5128.24	2077.680485	3098.799079	5131.281772
SIG1	transcript168	306.552	151.189	3793.11	458.736	2074.98	5670.54	3430.33	23160.6	5670.584764	3431.9876	23160.55395
SIG1	transcript169	507.343	306.552	14.083	306.552	250.549	507.343	458.736	1534.61	509.7554925	459.5087496	1530.488782
SIG1	transcript170	620.515	839.224	77363.4	17131.7	46805.1	5128.24	54.7067	7666.33	5126.500761	50.85686884	7664.733403
SIG1	transcript171	1876.49	74.3096	11460.3	8476.97	1387.78	172870	100.811	136.637	172867.652	104.4985046	135.3454056
SIG1	transcript172	156341	6933.2	3102.24	2537.16	4637.8	38282.1	1134.89	172870	38283.77908	1131.486549	172873.1797
SIG1	transcript173	620.515	375.022	14.083	74.3096	7.2528	49.3802	1.23451	277.144	50.19024841	2.539698828	279.0769116
SIG1	transcript174	3.5156	23.9302	0	15.6777	0	15.6777	100.811	226.497	19.41028989	101.5307049	221.7762483
SIG1	transcript175	1134.89	82.2718	686.226	928.058	928.058	928.058	17131.7	8.12534	924.2765048	17131.2855	12.72381147
SIG1	transcript176	561.088	2805.51	26.566	1254.99	414.778	4194.25	5670.54	2074.98	4190.575036	5669.759373	2077.878469
SIG1	transcript177	0.827621	2.69335	19.3906	36.2663	3.99302	111.575	0.652869	136.637	110.1108019	1.012327927	137.6555546
SIG1	transcript178	0	7.2528	0.222631	1.23451	167.28	29.4804	21.5465	167.28	27.01685823	19.36124532	171.1886509
SIG1	transcript179	5.75004	226.497	151.189	277.144	123.477	458.736	758.884	1387.78	457.4535722	758.9626807	1389.332686
SIG1	transcript180	3102.24	1876.49	375.022	3102.24	9.09013	561.088	151.189	4637.8	557.1385207	155.2060862	4640.039785
SIG1	transcript181	111.575	3.08383	67.1087	21.5465	12.6408	8.12534	40.2064	60.5964	5.628235301	40.07183603	57.29697277
SIG1	transcript182	57225.6	3430.33	185.071	67.1087	561.088	12672.1	3430.33	12672.1	12672.48833	3430.205219	12676.81749
SIG1	transcript183	204.744	67.1087	111.575	3.99302	4.52091	185.071	1.29E+06	49.3802	186.9828073	1290258.946	54.21659734
SIG1	transcript184	74.3096	1026.28	204.744	507.343	91.0759	1026.28	1696.97	32.703	1026.436092	1695.324942	31.4085967
SIG1	transcript185	85542.8	4637.8	17131.7	18943.1	4637.8	2805.51	2805.51	69966	2806.328017	2805.289545	69966.76477
SIG1	transcript186	17.4409	561.088	32.703	44.563	1876.49	226.497	561.088	339.068	225.9667118	559.91497	338.5792327
SIG1	transcript187	191147	6933.2	10364.4	46805.1	34621.6	46805.1	34621.6	57225.6	46807.11088	34618.21686	57223.10998
SIG1	transcript188	1134.89	6270.17	375.022	620.515	67.1087	82.2718	2537.16	6270.17	82.54227126	2533.961159	6265.794991
SIG1	transcript189	1134.89	5128.24	3793.11	3102.24	339.068	1696.97	620.515	25609.4	1701.258538	618.9230567	25607.65276
SIG1	transcript190	5128.24	14012	2537.16	4194.25	507.343	9373.31	561.088	414.778	9373.582575	564.9389704	419.5108293
SIG1	transcript191	127872	28317.1	185.071	277.144	1254.99	349345	18943.1	8.12534	349348.348	18941.50319	10.4204881
SIG1	transcript192	167.28	414.778	507.343	67.1087	5.10462	67.1087	561.088	8476.97	70.42093131	559.2315979	8479.835955
SIG1	transcript193	9373.31	1026.28	1387.78	1876.49	2805.51	839.224	1254.99	3793.11	839.0149828	1258.560589	3791.337899
SIG1	transcript194	1.02085	0	10.1569	2.02082	2.69335	3.99302	100.811	32.703	8.305344081	98.0369777	36.71883651
SIG1	transcript195	0.351895	0.105726	1.02085	0.827621	2.02082	0.652869	339.068	4.52091	4.864149964	336.6371631	6.598134247
SIG1	transcript196	620.515	1876.49	1696.97	136.637	928.058	2294.47	111.575	0.222631	2296.672101	107.6062962	4.810864924
SIG1	transcript197	3430.33	1134.89	14012	3430.33	375.022	136.637	1876.49	49.3802	131.8152475	1878.606776	46.79602397
SIG1	transcript198	123.477	1387.78	136.637	49.3802	839.224	375.022	375.022	2294.47	379.2220012	374.3466247	2292.060463
SIG1	transcript199	23.9302	49.3802	10.1569	49.3802	1.02085	111.575	74.3096	1.47075	111.9513502	71.69289833	2.577228785
SIG1	transcript200	250.549	17.4409	111.575	15.6777	414.778	277.144	67.1087	1134.89	276.1217541	63.17601347	1133.303172
SIG1	transcript201	57225.6	780615	31311.1	34621.6	427121	10364.4	31311.1	204.744	10368.82192	31309.7025	202.0060735
SIG1	transcript202	32.703	277.144	5.10462	0.652869	12.6408	339.068	2.69335	620.515	343.6482157	3.698954094	620.6856108
SIG1	transcript203	15.6777	204.744	26.566	49.3802	74.3096	60.5964	29.4804	4.52091	55.91279144	29.33180917	7.986700004
SIG1	transcript204	10.1569	1.23451	0	0.105726	0.105726	0.105726	1.47075	2.3402	4.64550253	2.714740808	5.236909452
SIG1	transcript205	5670.54	3430.33	8476.97	42329.6	2074.98	6270.17	1876.49	38282.1	6267.869103	1877.906376	38280.19294
SIG1	transcript206	1387.78	1026.28	21.5465	44.563	91.0759	29.4804	36.2663	839.224	29.92599808	35.91335947	836.0858908
SIG1	transcript207	375.022	49.3802	18943.1	9373.31	1026.28	561.088	123.477	6270.17	561.0947941	122.7446094	6267.438656
SIG1	transcript208	2294.47	3102.24	4194.25	1254.99	414.778	6270.17	507.343	1876.49	6266.339203	509.9157621	1879.177521
