# Simulated data set created 2023-06-07 14:47 (500 transcripts)	
# Root distribution: gamma:0.375:1600.0
# Tree: ((((sp1<1>,sp2<2>)<12>,(((sp3<3>,sp4<4>)<15>,sp5<5>)<14>,sp6<6>)<13>)<11>,sp7<7>)<10>,sp8<8>)<9>
# Sigma Tree: ((((sp1:2,sp2:2):2,(((sp3:2,sp4:2):2,sp5:2):2,sp6:1):1):1,sp7:1):1,sp8:1)
# The values in this file should reconstruct these four sigmas:
# Lungs: 0.5, 1.0
# Heart: 0.25, 2.1
DESC	GENE_ID	SAMPLETYPE	sp1	sp2	sp3	sp4	sp5	sp6	sp7	sp8
FourSigmas	transcript19	Lungs	18014.6	7290.56	306.552	57.5776	758.884	3988.64	2537.16	2181.97
FourSigmas	transcript20	Lungs	758.884	26.566	194.661	123.477	26.566	194.661	36.2663	22.7084
FourSigmas	transcript21	Lungs	123.477	36.2663	194.661	67.1087	49.3802	106.058	106.058	263.513
FourSigmas	transcript22	Lungs	10.1569	26.566	16.5372	1.87277	16.5372	7.2528	882.525	0
FourSigmas	transcript23	Lungs	36.2663	306.552	0.351895	3.5156	1.87277	0.351895	7.2528	10.1569
FourSigmas	transcript24	Lungs	2.3402	7.2528	8.59562	8.59562	7.2528	31.0513	7.2528	6.0979
FourSigmas	transcript25	Lungs	94587.1	24354.2	18014.6	2950.15	427121	28317.1	11460.3	561.088
FourSigmas	transcript26	Lungs	263.513	15493.5	1387.78	13325.2	3988.64	1387.78	22.7084	123.477
FourSigmas	transcript27	Lungs	19.3906	194.661	356.594	167.28	10.1569	49.3802	11.9723	31.0513
FourSigmas	transcript28	Lungs	36.2663	106.058	1876.49	7290.56	1193.43	194.661	1387.78	123.477
FourSigmas	transcript29	Lungs	4.25033	5.10462	0	2.3402	2.3402	2.88368	10.1569	0.351895
FourSigmas	transcript30	Lungs	0.351895	0	6.0979	4.25033	4.25033	14.083	0.16271	0.351895
FourSigmas	transcript31	Lungs	7.2528	42.33	16.5372	91.0759	31.0513	49.3802	194.661	561.088
FourSigmas	transcript32	Lungs	0.827621	0.571863	123.477	67.1087	91.0759	0.571863	11.9723	652.545
FourSigmas	transcript33	Lungs	561.088	306.552	14.083	16.5372	91.0759	561.088	42.33	0.351895
FourSigmas	transcript34	Lungs	0.827621	36.2663	57.5776	263.513	8.59562	194.661	882.525	1387.78
FourSigmas	transcript35	Lungs	78.1907	263.513	263.513	5392.58	561.088	1613.75	57.5776	106.058
FourSigmas	transcript36	Lungs	11.9723	0.351895	10.1569	1.12499	1.47075	5.10462	2.88368	561.088
FourSigmas	transcript37	Lungs	67.1087	758.884	306.552	306.552	2181.97	91.0759	57.5776	226.497
FourSigmas	transcript38	Lungs	882.525	356.594	194.661	1193.43	482.429	194.661	11.9723	263.513
FourSigmas	transcript39	Lungs	882.525	123.477	16.5372	42.33	306.552	167.28	356.594	2537.16
FourSigmas	transcript40	Lungs	0.351895	0.16271	1.12499	57.5776	0	4.25033	2.88368	22.7084
FourSigmas	transcript41	Lungs	7290.56	2950.15	194.661	91.0759	758.884	6270.17	1387.78	263.513
FourSigmas	transcript42	Lungs	49.3802	167.28	14.083	91.0759	36.2663	26.566	11.9723	0.571863
FourSigmas	transcript43	Lungs	8476.97	8476.97	1193.43	882.525	44511.2	1193.43	882.525	1026.28
FourSigmas	transcript44	Lungs	882.525	2181.97	123.477	36.2663	306.552	194.661	306.552	1876.49
FourSigmas	transcript45	Lungs	356.594	49.3802	8.59562	226.497	561.088	49.3802	22.7084	0.827621
FourSigmas	transcript46	Lungs	4637.8	356.594	13325.2	306.552	226.497	123.477	20946	60174.8
FourSigmas	transcript47	Lungs	7.2528	78.1907	306.552	652.545	1387.78	3988.64	414.778	11.9723
FourSigmas	transcript48	Lungs	758.884	123.477	2950.15	9856.42	3988.64	3988.64	414.778	67.1087
FourSigmas	transcript49	Lungs	561.088	5392.58	7290.56	2950.15	2537.16	1387.78	42.33	60174.8
FourSigmas	transcript50	Lungs	2181.97	882.525	882.525	652.545	758.884	7290.56	109978	652.545
FourSigmas	transcript51	Lungs	2181.97	143.731	2181.97	3430.33	13325.2	306.552	11460.3	5392.58
FourSigmas	transcript52	Lungs	106.058	882.525	882.525	1387.78	414.778	1193.43	143.731	1387.78
FourSigmas	transcript53	Lungs	2.3402	26.566	36.2663	1.47075	0	1.12499	6.0979	167.28
FourSigmas	transcript54	Lungs	143.731	91.0759	2537.16	882.525	226.497	194.661	2537.16	106.058
FourSigmas	transcript55	Lungs	6270.17	9856.42	226.497	2950.15	2950.15	8476.97	652.545	123.477
FourSigmas	transcript56	Lungs	652.545	263.513	16.5372	2.3402	143.731	356.594	78.1907	19.3906
FourSigmas	transcript57	Lungs	143.731	652.545	26.566	2.88368	6.0979	67.1087	31.0513	49.3802
FourSigmas	transcript58	Lungs	0.351895	6.0979	414.778	306.552	11.9723	57.5776	19.3906	2.3402
FourSigmas	transcript59	Lungs	167.28	2181.97	36.2663	36.2663	123.477	414.778	356.594	3430.33
FourSigmas	transcript60	Lungs	482.429	482.429	2950.15	561.088	31.0513	561.088	414.778	1193.43
FourSigmas	transcript61	Lungs	482.429	414.778	9856.42	3430.33	3430.33	4637.8	7290.56	2950.15
FourSigmas	transcript62	Lungs	758.884	6270.17	263.513	194.661	2537.16	15493.5	7290.56	652.545
FourSigmas	transcript63	Lungs	882.525	1876.49	91.0759	226.497	123.477	414.778	143.731	49.3802
FourSigmas	transcript64	Lungs	42.33	1.47075	0.16271	2.88368	14.083	0.16271	1.12499	42.33
FourSigmas	transcript65	Lungs	356.594	882.525	356.594	306.552	10.1569	561.088	1387.78	106.058
FourSigmas	transcript66	Lungs	31.0513	36.2663	36.2663	6.0979	26.566	4.25033	67.1087	3.5156
FourSigmas	transcript67	Lungs	19.3906	3.5156	91.0759	123.477	31.0513	19.3906	226.497	882.525
FourSigmas	transcript68	Lungs	49.3802	3.5156	6.0979	226.497	19.3906	49.3802	561.088	561.088
FourSigmas	transcript69	Lungs	1613.75	2537.16	561.088	1193.43	2537.16	1613.75	1387.78	1026.28
FourSigmas	transcript70	Lungs	11.9723	22.7084	19.3906	16.5372	31.0513	91.0759	7.2528	1.87277
FourSigmas	transcript71	Lungs	482.429	3988.64	9856.42	18014.6	2950.15	4637.8	1387.78	882.525
FourSigmas	transcript72	Lungs	13325.2	200998	127872	233703	60174.8	18014.6	123.477	652.545
FourSigmas	transcript73	Lungs	1.12499	0.16271	561.088	414.778	0.16271	143.731	0.827621	42.33
FourSigmas	transcript74	Lungs	1876.49	1387.78	561.088	414.778	652.545	226.497	106.058	1613.75
FourSigmas	transcript75	Lungs	26.566	24354.2	57.5776	106.058	561.088	1026.28	758.884	19.3906
FourSigmas	transcript76	Lungs	167.28	356.594	31.0513	26.566	8.59562	31.0513	22.7084	3430.33
FourSigmas	transcript77	Lungs	36.2663	652.545	7.2528	1.47075	31.0513	67.1087	194.661	652.545
FourSigmas	transcript78	Lungs	143.731	67.1087	652.545	482.429	67.1087	31.0513	22.7084	5.10462
FourSigmas	transcript79	Lungs	167.28	758.884	0.827621	16.5372	26.566	26.566	306.552	882.525
FourSigmas	transcript80	Lungs	11.9723	1.12499	167.28	1026.28	263.513	42.33	49.3802	8.59562
FourSigmas	transcript81	Lungs	19.3906	2.3402	167.28	42.33	67.1087	561.088	8.59562	143.731
FourSigmas	transcript82	Lungs	1026.28	1026.28	78.1907	123.477	356.594	91.0759	194.661	1613.75
FourSigmas	transcript83	Lungs	0.827621	1.87277	0	0.571863	0.571863	2.3402	0	6.0979
FourSigmas	transcript84	Lungs	6270.17	4637.8	3430.33	3430.33	8476.97	20946	758.884	306.552
FourSigmas	transcript85	Lungs	22.7084	194.661	414.778	123.477	1026.28	482.429	49.3802	10.1569
FourSigmas	transcript86	Lungs	143.731	758.884	26.566	31.0513	194.661	18014.6	2181.97	758.884
FourSigmas	transcript87	Lungs	306.552	1876.49	6270.17	11460.3	2537.16	2950.15	561.088	2950.15
FourSigmas	transcript88	Lungs	882.525	2537.16	31.0513	67.1087	36.2663	123.477	2.88368	8.59562
FourSigmas	transcript89	Lungs	482.429	194.661	15493.5	758.884	1613.75	5392.58	1193.43	11460.3
FourSigmas	transcript90	Lungs	4637.8	1193.43	356.594	482.429	4637.8	8476.97	306.552	123.477
FourSigmas	transcript91	Lungs	31.0513	0	11.9723	16.5372	42.33	8.59562	16.5372	8.59562
FourSigmas	transcript92	Lungs	2950.15	57.5776	3430.33	3988.64	143.731	1026.28	482.429	1026.28
FourSigmas	transcript93	Lungs	1.87277	1.47075	49.3802	16.5372	0	1.87277	11.9723	1.47075
FourSigmas	transcript94	Lungs	94587.1	69966	4637.8	356.594	11460.3	233703	28317.1	13325.2
FourSigmas	transcript95	Lungs	5.10462	31.0513	652.545	263.513	226.497	31.0513	2537.16	194.661
FourSigmas	transcript96	Lungs	11460.3	561.088	1026.28	758.884	652.545	226.497	36.2663	91.0759
FourSigmas	transcript97	Lungs	78.1907	1026.28	1026.28	306.552	42.33	67.1087	226.497	561.088
FourSigmas	transcript98	Lungs	3.5156	19.3906	123.477	31.0513	78.1907	57.5776	14.083	143.731
FourSigmas	transcript99	Lungs	18014.6	652.545	78.1907	123.477	14.083	4637.8	561.088	2537.16
FourSigmas	transcript100	Lungs	306.552	1026.28	26.566	42.33	414.778	194.661	482.429	2950.15
FourSigmas	transcript101	Lungs	2950.15	6270.17	8476.97	8476.97	9856.42	652.545	226.497	3430.33
FourSigmas	transcript102	Lungs	0	4.25033	2.3402	2.3402	57.5776	1.12499	0.827621	0.16271
FourSigmas	transcript103	Lungs	143.731	1876.49	1193.43	26.566	3988.64	194.661	482.429	49.3802
FourSigmas	transcript104	Lungs	2181.97	263.513	561.088	482.429	57.5776	4637.8	1876.49	78.1907
FourSigmas	transcript105	Lungs	3.5156	0.351895	7.2528	91.0759	3.5156	1.87277	1.47075	0.16271
FourSigmas	transcript106	Lungs	10.1569	106.058	1.47075	6.0979	106.058	49.3802	0	0.571863
FourSigmas	transcript107	Lungs	194.661	306.552	16.5372	36.2663	11.9723	167.28	13325.2	81350.3
FourSigmas	transcript108	Lungs	414.778	758.884	31.0513	11.9723	14.083	14.083	1.87277	1613.75
FourSigmas	transcript109	Lungs	31.0513	42.33	3.5156	16.5372	0.827621	143.731	14.083	0.351895
FourSigmas	transcript110	Lungs	36.2663	11.9723	0.571863	0	0.16271	11.9723	106.058	414.778
FourSigmas	transcript111	Lungs	356.594	226.497	106.058	16.5372	143.731	194.661	0.827621	36.2663
FourSigmas	transcript112	Lungs	11.9723	42.33	0.571863	1.47075	3.5156	31.0513	0.571863	0
FourSigmas	transcript113	Lungs	2950.15	7290.56	6.0979	42.33	67.1087	22.7084	106.058	1193.43
FourSigmas	transcript114	Lungs	167.28	1193.43	5392.58	20946	2181.97	482.429	652.545	2537.16
FourSigmas	transcript115	Lungs	11460.3	2537.16	758.884	1876.49	882.525	1876.49	28317.1	414.778
FourSigmas	transcript116	Lungs	32924.7	60174.8	263.513	194.661	91.0759	7290.56	11460.3	4637.8
FourSigmas	transcript117	Lungs	143.731	36.2663	414.778	194.661	7.2528	57.5776	143.731	561.088
FourSigmas	transcript118	Lungs	7290.56	4637.8	1613.75	5392.58	4637.8	2537.16	652.545	356.594
FourSigmas	transcript119	Lungs	1.47075	14.083	8.59562	11.9723	78.1907	1.87277	106.058	0
FourSigmas	transcript120	Lungs	143.731	194.661	758.884	67.1087	106.058	57.5776	143.731	306.552
FourSigmas	transcript121	Lungs	0.571863	16.5372	57.5776	14.083	6.0979	0.571863	10.1569	0.16271
FourSigmas	transcript122	Lungs	1876.49	4637.8	42.33	67.1087	1613.75	3430.33	306.552	758.884
FourSigmas	transcript123	Lungs	0.16271	1.87277	7.2528	2.88368	16.5372	3.5156	3.5156	0.827621
FourSigmas	transcript124	Lungs	1.87277	6.0979	414.778	167.28	1.12499	5.10462	0.827621	1.12499
FourSigmas	transcript125	Lungs	5392.58	758.884	67.1087	306.552	2537.16	1387.78	6270.17	2181.97
FourSigmas	transcript126	Lungs	11.9723	14.083	26.566	26.566	226.497	1026.28	57.5776	19.3906
FourSigmas	transcript127	Lungs	758.884	18014.6	38282.1	24354.2	44511.2	482.429	4637.8	226.497
FourSigmas	transcript128	Lungs	57.5776	356.594	78.1907	482.429	2181.97	1387.78	561.088	26.566
FourSigmas	transcript129	Lungs	11460.3	2181.97	2537.16	3988.64	32924.7	2181.97	167.28	263.513
FourSigmas	transcript130	Lungs	3430.33	44511.2	5.10462	0.827621	167.28	11.9723	78.1907	78.1907
FourSigmas	transcript131	Lungs	69966	81350.3	127872	44511.2	69966	15493.5	11460.3	18014.6
FourSigmas	transcript132	Lungs	356.594	143.731	5.10462	1.87277	0.827621	6.0979	67.1087	78.1907
FourSigmas	transcript133	Lungs	2181.97	44511.2	167.28	194.661	356.594	263.513	652.545	49.3802
FourSigmas	transcript134	Lungs	1193.43	1193.43	356.594	42.33	306.552	3988.64	482.429	1026.28
FourSigmas	transcript135	Lungs	42.33	22.7084	19.3906	8.59562	143.731	4.25033	194.661	306.552
FourSigmas	transcript136	Lungs	306.552	882.525	1876.49	414.778	482.429	194.661	652.545	414.778
FourSigmas	transcript137	Lungs	1613.75	561.088	7290.56	2950.15	9856.42	2950.15	60174.8	226.497
FourSigmas	transcript138	Lungs	42.33	16.5372	91.0759	482.429	36.2663	106.058	14.083	1193.43
FourSigmas	transcript139	Lungs	26.566	2.88368	758.884	356.594	1026.28	42.33	67.1087	106.058
FourSigmas	transcript140	Lungs	1193.43	758.884	758.884	414.778	106.058	78.1907	78.1907	482.429
FourSigmas	transcript141	Lungs	2537.16	3988.64	5392.58	882.525	226.497	758.884	194.661	882.525
FourSigmas	transcript142	Lungs	19.3906	67.1087	11.9723	57.5776	263.513	78.1907	414.778	2.88368
FourSigmas	transcript143	Lungs	109978	69966	94587.1	233703	9856.42	9856.42	13325.2	1387.78
FourSigmas	transcript144	Lungs	24354.2	1876.49	1387.78	2537.16	9856.42	4637.8	263.513	91.0759
FourSigmas	transcript145	Lungs	5392.58	15493.5	315942	38282.1	69966	2950.15	356.594	106.058
FourSigmas	transcript146	Lungs	482.429	263.513	2.88368	6.0979	2.88368	123.477	1193.43	167.28
FourSigmas	transcript147	Lungs	143.731	652.545	414.778	194.661	1026.28	194.661	91.0759	67.1087
FourSigmas	transcript148	Lungs	49.3802	57.5776	0.351895	0	0	10.1569	11.9723	0
FourSigmas	transcript149	Lungs	19.3906	16.5372	561.088	356.594	57.5776	226.497	1.47075	1876.49
FourSigmas	transcript150	Lungs	6.0979	8.59562	7.2528	14.083	1.87277	0.16271	0.827621	0.16271
FourSigmas	transcript151	Lungs	226.497	6.0979	482.429	123.477	42.33	26.566	143.731	49.3802
FourSigmas	transcript152	Lungs	1026.28	123.477	81350.3	28317.1	7290.56	652.545	28317.1	20946
FourSigmas	transcript153	Lungs	106.058	167.28	36.2663	67.1087	36.2663	143.731	1.47075	652.545
FourSigmas	transcript154	Lungs	3430.33	3430.33	49.3802	194.661	263.513	414.778	7.2528	123.477
FourSigmas	transcript155	Lungs	42.33	91.0759	7290.56	652.545	1387.78	8476.97	1387.78	123.477
FourSigmas	transcript156	Lungs	1876.49	9856.42	7290.56	18014.6	109978	15493.5	5392.58	9856.42
FourSigmas	transcript157	Lungs	1.12499	3.5156	4.25033	8.59562	0	4.25033	36.2663	4.25033
FourSigmas	transcript158	Lungs	67.1087	1.47075	10.1569	14.083	4.25033	3.5156	0.571863	7.2528
FourSigmas	transcript159	Lungs	1387.78	78.1907	106.058	106.058	19.3906	1193.43	143.731	194.661
FourSigmas	transcript160	Lungs	143.731	42.33	106.058	226.497	49.3802	2181.97	2537.16	19.3906
FourSigmas	transcript161	Lungs	1.87277	1.47075	19.3906	14.083	16.5372	0	22.7084	22.7084
FourSigmas	transcript162	Lungs	194.661	42.33	78.1907	19.3906	263.513	11.9723	22.7084	4.25033
FourSigmas	transcript163	Lungs	78.1907	67.1087	106.058	42.33	11.9723	143.731	143.731	306.552
FourSigmas	transcript164	Lungs	1026.28	758.884	143.731	414.778	561.088	106.058	4637.8	1876.49
FourSigmas	transcript165	Lungs	0.16271	1.12499	4.25033	123.477	19.3906	19.3906	31.0513	16.5372
FourSigmas	transcript166	Lungs	7.2528	0	263.513	306.552	22.7084	14.083	123.477	11.9723
FourSigmas	transcript167	Lungs	758.884	652.545	67.1087	143.731	49.3802	1.12499	306.552	306.552
FourSigmas	transcript168	Lungs	4.25033	2181.97	123.477	482.429	2181.97	143.731	263.513	143.731
FourSigmas	transcript169	Lungs	1026.28	1387.78	561.088	263.513	306.552	7290.56	263.513	356.594
FourSigmas	transcript170	Lungs	652.545	356.594	652.545	356.594	143.731	49.3802	2181.97	356.594
FourSigmas	transcript171	Lungs	49.3802	414.778	8476.97	1387.78	2537.16	57.5776	49.3802	16.5372
FourSigmas	transcript172	Lungs	57.5776	263.513	561.088	652.545	306.552	226.497	306.552	91.0759
FourSigmas	transcript173	Lungs	1613.75	482.429	263.513	226.497	8476.97	4637.8	1613.75	167.28
FourSigmas	transcript174	Lungs	3.5156	0	194.661	414.778	263.513	2.88368	0.827621	1193.43
FourSigmas	transcript175	Lungs	2.3402	8.59562	0.827621	19.3906	5.10462	7.2528	2.88368	5.10462
FourSigmas	transcript176	Lungs	1.87277	14.083	26.566	0.571863	0	4.25033	3430.33	57.5776
FourSigmas	transcript177	Lungs	49.3802	42.33	78.1907	78.1907	16.5372	31.0513	226.497	1613.75
FourSigmas	transcript178	Lungs	0.571863	10.1569	42.33	49.3802	5.10462	8.59562	78.1907	78.1907
FourSigmas	transcript179	Lungs	5.10462	0	106.058	5.10462	42.33	1.47075	7.2528	2.3402
FourSigmas	transcript180	Lungs	31.0513	0.351895	226.497	306.552	26.566	49.3802	8.59562	36.2663
FourSigmas	transcript181	Lungs	1387.78	15493.5	57.5776	482.429	91.0759	106.058	2537.16	2950.15
FourSigmas	transcript182	Lungs	561.088	1876.49	31.0513	143.731	8.59562	167.28	11.9723	49.3802
FourSigmas	transcript183	Lungs	31.0513	5.10462	3.5156	1.12499	0.351895	42.33	226.497	42.33
FourSigmas	transcript184	Lungs	16.5372	8.59562	57.5776	143.731	91.0759	263.513	57.5776	482.429
FourSigmas	transcript185	Lungs	67.1087	1026.28	356.594	67.1087	2537.16	414.778	482.429	194.661
FourSigmas	transcript186	Lungs	44511.2	172870	2181.97	18014.6	15493.5	882.525	24354.2	3430.33
FourSigmas	transcript187	Lungs	8.59562	1.47075	91.0759	42.33	31.0513	10.1569	123.477	5.10462
FourSigmas	transcript188	Lungs	7290.56	2537.16	1876.49	414.778	3988.64	652.545	1876.49	758.884
FourSigmas	transcript189	Lungs	1193.43	167.28	652.545	57.5776	882.525	1613.75	306.552	49.3802
FourSigmas	transcript190	Lungs	1.47075	0.351895	1.87277	0.16271	67.1087	16.5372	2.88368	14.083
FourSigmas	transcript191	Lungs	1.12499	4.25033	57.5776	356.594	91.0759	10.1569	10.1569	1.47075
FourSigmas	transcript192	Lungs	51753.7	4637.8	44511.2	81350.3	172870	51753.7	44511.2	94587.1
FourSigmas	transcript193	Lungs	1.87277	19.3906	8.59562	67.1087	7.2528	8.59562	0	67.1087
FourSigmas	transcript194	Lungs	91.0759	482.429	356.594	306.552	356.594	1613.75	167.28	106.058
FourSigmas	transcript195	Lungs	271729	13325.2	652.545	1193.43	28317.1	2181.97	882.525	28317.1
FourSigmas	transcript196	Lungs	67.1087	67.1087	167.28	194.661	143.731	167.28	26.566	16.5372
FourSigmas	transcript197	Lungs	356.594	356.594	356.594	143.731	1026.28	2537.16	1387.78	167.28
FourSigmas	transcript198	Lungs	0.827621	0.16271	2.88368	26.566	1.87277	3.5156	1.12499	2.3402
FourSigmas	transcript199	Lungs	44511.2	2537.16	2181.97	652.545	24354.2	4637.8	11460.3	3988.64
FourSigmas	transcript200	Lungs	194.661	482.429	263.513	482.429	1613.75	14.083	26.566	91.0759
FourSigmas	transcript201	Lungs	4637.8	2181.97	11.9723	123.477	16.5372	91.0759	57.5776	414.778
FourSigmas	transcript202	Lungs	11.9723	0.827621	3.5156	0.571863	2.3402	1.87277	2.88368	7.2528
FourSigmas	transcript203	Lungs	38282.1	5392.58	4637.8	127872	2181.97	758.884	167.28	263.513
FourSigmas	transcript204	Lungs	561.088	1.12499	22.7084	36.2663	5.10462	7.2528	0	1.47075
FourSigmas	transcript205	Lungs	11.9723	19.3906	0.827621	0.351895	2.3402	36.2663	19.3906	19.3906
FourSigmas	transcript206	Lungs	356.594	143.731	2950.15	1026.28	5392.58	2181.97	8476.97	2950.15
FourSigmas	transcript207	Lungs	6.0979	57.5776	91.0759	123.477	67.1087	482.429	2181.97	306.552
FourSigmas	transcript208	Lungs	31.0513	7.2528	3.5156	0.351895	22.7084	2.88368	42.33	4.25033
FourSigmas	transcript209	Lungs	123.477	67.1087	1193.43	2537.16	3430.33	123.477	194.661	91.0759
FourSigmas	transcript210	Lungs	167.28	226.497	7.2528	5.10462	11.9723	7.2528	123.477	57.5776
FourSigmas	transcript211	Lungs	78.1907	167.28	482.429	1026.28	2537.16	561.088	42.33	263.513
FourSigmas	transcript212	Lungs	482.429	2181.97	194.661	414.778	49.3802	652.545	2950.15	1193.43
FourSigmas	transcript213	Lungs	3988.64	2537.16	561.088	758.884	482.429	263.513	91.0759	2950.15
FourSigmas	transcript214	Lungs	91.0759	143.731	652.545	306.552	31.0513	652.545	106.058	67.1087
FourSigmas	transcript215	Lungs	91.0759	194.661	4.25033	106.058	91.0759	22.7084	1387.78	3988.64
FourSigmas	transcript216	Lungs	106.058	16.5372	263.513	1387.78	4637.8	561.088	42.33	482.429
FourSigmas	transcript217	Lungs	57.5776	882.525	263.513	882.525	67.1087	194.661	67.1087	652.545
FourSigmas	transcript218	Lungs	36.2663	263.513	882.525	2537.16	2537.16	2.3402	67.1087	36.2663
FourSigmas	transcript219	Lungs	3988.64	233703	1193.43	2181.97	194.661	1026.28	7290.56	414.778
FourSigmas	transcript220	Lungs	18014.6	15493.5	11460.3	32924.7	3430.33	18014.6	94587.1	6270.17
FourSigmas	transcript221	Lungs	16.5372	167.28	3988.64	1193.43	8.59562	1026.28	123.477	143.731
FourSigmas	transcript222	Lungs	2950.15	1613.75	652.545	1876.49	561.088	194.661	78.1907	306.552
FourSigmas	transcript223	Lungs	60174.8	3988.64	18014.6	11460.3	4637.8	1876.49	28317.1	1613.75
FourSigmas	transcript224	Lungs	8.59562	1.47075	482.429	167.28	306.552	414.778	2.3402	31.0513
FourSigmas	transcript225	Lungs	11460.3	6270.17	4637.8	2950.15	482.429	9856.42	306.552	11460.3
FourSigmas	transcript226	Lungs	26.566	226.497	91.0759	42.33	167.28	26.566	263.513	356.594
FourSigmas	transcript227	Lungs	8476.97	263.513	2950.15	1876.49	1876.49	6270.17	2181.97	226.497
FourSigmas	transcript228	Lungs	49.3802	194.661	31.0513	16.5372	6.0979	31.0513	42.33	42.33
FourSigmas	transcript229	Lungs	10.1569	10.1569	7.2528	22.7084	2.3402	67.1087	22.7084	167.28
FourSigmas	transcript230	Lungs	758.884	6270.17	143.731	652.545	306.552	6270.17	1193.43	1613.75
FourSigmas	transcript231	Lungs	1.12499	3.5156	306.552	14.083	26.566	4.25033	0	2.3402
FourSigmas	transcript232	Lungs	51753.7	3988.64	4637.8	561.088	4637.8	1387.78	414.778	263.513
FourSigmas	transcript233	Lungs	2537.16	2181.97	758.884	263.513	1613.75	414.778	561.088	42.33
FourSigmas	transcript234	Lungs	16.5372	14.083	0.351895	6.0979	0.16271	31.0513	1.47075	0.827621
FourSigmas	transcript235	Lungs	67.1087	14.083	14.083	19.3906	0.16271	1.47075	1.47075	0.351895
FourSigmas	transcript236	Lungs	51753.7	6270.17	482.429	78.1907	123.477	16.5372	67.1087	758.884
FourSigmas	transcript237	Lungs	2950.15	6270.17	18014.6	5392.58	15493.5	9856.42	81350.3	3988.64
FourSigmas	transcript238	Lungs	561.088	91.0759	226.497	263.513	4637.8	263.513	226.497	11460.3
FourSigmas	transcript239	Lungs	19.3906	16.5372	0	1.47075	1.47075	8.59562	3.5156	5.10462
FourSigmas	transcript240	Lungs	167.28	482.429	38282.1	8476.97	8476.97	1387.78	356.594	263.513
FourSigmas	transcript241	Lungs	8476.97	18014.6	194.661	482.429	482.429	414.778	2.88368	143.731
FourSigmas	transcript242	Lungs	57.5776	22.7084	91.0759	22.7084	42.33	42.33	91.0759	306.552
FourSigmas	transcript243	Lungs	561.088	42.33	26.566	49.3802	4.25033	78.1907	226.497	2537.16
FourSigmas	transcript244	Lungs	24354.2	7290.56	1387.78	263.513	8476.97	414.778	2537.16	106.058
FourSigmas	transcript245	Lungs	5.10462	49.3802	143.731	561.088	67.1087	167.28	652.545	306.552
FourSigmas	transcript246	Lungs	306.552	6270.17	306.552	57.5776	10.1569	26.566	1387.78	2950.15
FourSigmas	transcript247	Lungs	1387.78	26.566	758.884	36.2663	1026.28	1193.43	2950.15	561.088
FourSigmas	transcript248	Lungs	0.16271	0.16271	6.0979	19.3906	14.083	91.0759	194.661	482.429
